Enter the number of rows: Enter the number of columns: Enter the value of theta_dep: Enter the theta_max: Enter the value of Z: Enter the value of tau: Enter the value of saving freq:          7463722 function calls (7459288 primitive calls) in 2.626 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     3297    0.002    0.000    0.004    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/__init__.py:741(__getitem__)
     4627    0.002    0.000    0.003    0.000 {built-in method builtins.getattr}
      285    0.002    0.000    0.003    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/cbook.py:1743(normalize_kwargs)
       58    0.002    0.000    0.002    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/_api/__init__.py:132(check_shape)
      607    0.002    0.000    0.003    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/font_manager.py:638(__hash__)
      828    0.002    0.000    0.002    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/cbook.py:2011(_setattr_cm)
      919    0.002    0.000    0.004    0.000 /usr/lib/python3.11/copy.py:66(copy)
4206/3805    0.002    0.000    0.003    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/artist.py:317(stale)
     3299    0.002    0.000    0.002    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/__init__.py:690(_get)
     6158    0.002    0.000    0.003    0.000 {built-in method builtins.isinstance}
      749    0.002    0.000    0.002    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/cbook.py:285(process)
       61    0.001    0.000    0.011    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/lines.py:287(__init__)
       14    0.001    0.000    0.002    0.000 {method 'draw_path' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
        1    0.001    0.001    0.005    0.005 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/font_manager.py:1393(_findfont_cached)
     1515    0.001    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/_api/__init__.py:99(check_in_list)
       17    0.001    0.000    0.003    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/numpy/core/_methods.py:135(_var)
      138    0.001    0.000    0.002    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/artist.py:180(__init__)
      419    0.001    0.000    0.005    0.000 /usr/lib/python3.11/copy.py:259(_reconstruct)
     8229    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
       49    0.001    0.000    0.004    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/lines.py:666(recache)
      939    0.001    0.000    0.001    0.000 {method 'copy' of 'numpy.ndarray' objects}
       86    0.001    0.000    0.008    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/lines.py:738(draw)
        1    0.001    0.001    0.001    0.001 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/numpy/linalg/linalg.py:492(inv)
       70    0.001    0.000    0.016    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/text.py:734(draw)
      828    0.001    0.000    0.001    0.000 {built-in method numpy.asarray}
       24    0.001    0.000    0.007    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/ticker.py:2077(_raw_ticks)
       20    0.001    0.000    0.023    0.001 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/axis.py:65(__init__)
       28    0.001    0.000    0.001    0.000 {method 'draw_markers' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      285    0.001    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/cbook.py:1782(<dictcomp>)
        1    0.001    0.001    0.001    0.001 {built-in method matplotlib._c_internal_utils.display_is_valid}
      474    0.001    0.000    0.001    0.000 /usr/lib/python3.11/contextlib.py:104(__init__)
      101    0.001    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/font_manager.py:1173(score_stretch)
  134/121    0.001    0.000    0.002    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/transforms.py:2431(get_affine)
   168/42    0.001    0.000    0.007    0.000 /usr/lib/python3.11/copy.py:227(_deepcopy_dict)
      723    0.001    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/transforms.py:1769(__init__)
      257    0.001    0.000    0.002    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/transforms.py:758(__init__)
        3    0.001    0.000    0.001    0.000 {built-in method _imp.create_dynamic}
     4324    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
      232    0.001    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/transforms.py:182(set_children)
      101    0.001    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/font_manager.py:1115(score_family)
       62    0.001    0.000    0.015    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/text.py:915(get_window_extent)
    212/2    0.001    0.000    0.092    0.046 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/artist.py:54(draw_wrapper)
     3306    0.001    0.000    0.001    0.000 {function RcParams.__getitem__ at 0x76ec3cb35080}
     1148    0.001    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/transforms.py:113(__init__)
      339    0.001    0.000    0.002    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/transforms.py:1889(__init__)
       12    0.001    0.000    0.043    0.004 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/axis.py:1270(_update_ticks)
  979/863    0.001    0.000    0.006    0.000 {built-in method builtins.next}
      186    0.001    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/_api/__init__.py:64(check_isinstance)
  474/445    0.001    0.000    0.003    0.000 /usr/lib/python3.11/contextlib.py:141(__exit__)
       57    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1604(find_spec)
       51    0.001    0.000    0.005    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/text.py:157(_reset_visual_defaults)
      143    0.001    0.000    0.009    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/markers.py:306(_set_marker)
        1    0.001    0.001    0.001    0.001 {method 'copy' of 'ImagingCore' objects}
      419    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
       51    0.001    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/numpy/lib/shape_base.py:612(column_stack)
      329    0.001    0.000    0.001    0.000 {built-in method numpy.array}
      742    0.001    0.000    0.003    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/artist.py:416(pchanged)
      355    0.001    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/lines.py:1270(set_xdata)
  762/635    0.001    0.000    0.010    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/_api/deprecation.py:289(wrapper)
      330    0.001    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/colors.py:268(to_rgba)
        1    0.001    0.001    0.001    0.001 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/backends/backend_agg.py:64(__init__)
      168    0.000    0.000    0.007    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/text.py:65(_get_text_metrics_with_cache)
      474    0.000    0.000    0.001    0.000 /usr/lib/python3.11/contextlib.py:299(helper)
      318    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/numpy/core/fromnumeric.py:71(_wrapreduction)
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.11/enum.py:1653(convert_class)
      448    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/colors.py:216(_is_nth_color)
       28    0.000    0.000    0.001    0.000 {method 'draw_text_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      123    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/font_manager.py:814(set_size)
      103    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/transforms.py:1975(rotate)
      495    0.000    0.000    0.001    0.000 /usr/lib/python3.11/enum.py:686(__call__)
      107    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/transforms.py:2043(scale)
      138    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/numpy/core/fromnumeric.py:40(_wrapit)
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.11/enum.py:910(<listcomp>)
       75    0.000    0.000    0.002    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/font_manager.py:595(__init__)
      110    0.000    0.000    0.000    0.000 {built-in method posix.stat}
      295    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.affine_transform}
  474/445    0.000    0.000    0.004    0.000 /usr/lib/python3.11/contextlib.py:132(__enter__)
      568    0.000    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
      295    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/transforms.py:1849(transform_affine)
      271    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/lines.py:1291(set_ydata)
      237    0.000    0.000    0.010    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/artist.py:1223(set)
    84/80    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/spines.py:339(get_spine_transform)
       32    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/transforms.py:2817(nonsingular)
     3471    0.000    0.000    0.000    0.000 {built-in method builtins.id}
      115    0.000    0.000    0.003    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/transforms.py:1472(transform)
       70    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/backend_bases.py:766(__init__)
  302/267    0.000    0.000    0.000    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/transforms.py:167(_invalidate_internal)
      108    0.000    0.000    0.000    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/transforms.py:2897(_interval_contains_close)
  704/701    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x76ec53edb0a0}
      204    0.000    0.000    0.002    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/numpy/core/fromnumeric.py:53(_wrapfunc)
       70    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/artist.py:1155(update_from)
      319    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
      774    0.000    0.000    0.000    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/numpy/lib/function_base.py:348(iterable)
       56    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/transforms.py:626(translated)
       30    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:1054(_find_spec)
       12    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/ticker.py:781(_set_format)
      242    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/artist.py:103(_stale_axes_callback)
 1027/633    0.000    0.000    0.002    0.000 {built-in method builtins.hash}
      112    0.000    0.000    0.002    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/transforms.py:813(from_extents)
       28    0.000    0.000    0.000    0.000 {method 'draw_glyphs_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
      101    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/markers.py:257(_recache)
      448    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
  179/121    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
     1180    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
      101    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/font_manager.py:1191(score_weight)
      237    0.000    0.000    0.011    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/artist.py:147(<lambda>)
      784    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       61    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/lines.py:1138(set_linestyle)
       21    0.000    0.000    0.000    0.000 {built-in method io.open_code}
       17    0.000    0.000    0.001    0.000 {built-in method builtins.__build_class__}
       94    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:836(<dictcomp>)
       45    0.000    0.000    0.007    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/font_manager.py:1233(findfont)
      145    0.000    0.000    0.000    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/cbook.py:181(__init__)
      183    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/lines.py:1197(_set_markercolor)
      448    0.000    0.000    0.000    0.000 /usr/lib/python3.11/copy.py:243(_keep_alive)
       28    0.000    0.000    0.005    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/backends/backend_agg.py:187(draw_text)
      402    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
      568    0.000    0.000    0.001    0.000 <frozen abc>:117(__instancecheck__)
      360    0.000    0.000    0.001    0.000 {built-in method builtins.any}
      267    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/transforms.py:158(invalidate)
      215    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/cbook.py:909(get_siblings)
     1967    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
      108    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/transforms.py:2348(__init__)
      173    0.000    0.000    0.000    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/cbook.py:1324(is_math_text)
       49    0.000    0.000    0.000    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/numpy/lib/stride_tricks.py:416(_broadcast_shape)
       17    0.000    0.000    0.000    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/numpy/core/_methods.py:67(_count_reduce_items)
       78    0.000    0.000    0.002    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/axis.py:447(update_position)
      419    0.000    0.000    0.000    0.000 /usr/lib/python3.11/copyreg.py:104(__newobj__)
     1253    0.000    0.000    0.000    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/artist.py:293(axes)
      294    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
      8/1    0.000    0.000    0.055    0.055 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/pyplot.py:284(switch_backend)
       58    0.000    0.000    0.003    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/path.py:99(__init__)
       12    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/ticker.py:708(_compute_offset)
      294    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:128(<listcomp>)
        1    0.000    0.000    0.002    0.002 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/figure.py:2398(__init__)
     1526    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
      292    0.000    0.000    0.004    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/font_manager.py:899(copy)
       43    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/font_manager.py:1525(get_font)
       14    0.000    0.000    0.002    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/axis.py:347(_apply_params)
       12    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/numpy/core/numeric.py:2330(within_tol)
      300    0.000    0.000    0.010    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/artist.py:1212(_internal_update)
       56    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       12    0.000    0.000    0.005    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/axis.py:1497(get_minorticklocs)
    52/51    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/transforms.py:1777(__eq__)
      112    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/text.py:1279(_preprocess_math)
       19    0.000    0.000    0.045    0.002 <frozen importlib._bootstrap_external>:1007(get_code)
       47    0.000    0.000    0.008    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/text.py:104(__init__)
      495    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:1093(__new__)
       19    0.000    0.000    0.002    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/patches.py:746(get_patch_transform)
      143    0.000    0.000    0.010    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/markers.py:225(__init__)
  320/167    0.000    0.000    0.000    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/transforms.py:2398(<lambda>)
      452    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
    94/88    0.000    0.000    0.002    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:833(_unstale_viewLim)
       28    0.000    0.000    0.024    0.001 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/axis.py:287(draw)
     1634    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
      280    0.000    0.000    0.000    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/cbook.py:1851(_str_equal)
       24    0.000    0.000    0.000    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/ticker.py:1904(scale_range)
      121    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/lines.py:647(set_data)
        1    0.000    0.000    0.000    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/font_manager.py:1493(_get_font)
       43    0.000    0.000    0.002    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/font_manager.py:1303(_find_fonts_by_props)
      120    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/transforms.py:2498(composite_transform_factory)
      137    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/artist.py:730(set_figure)
    31/12    0.000    0.000    0.055    0.005 <frozen importlib._bootstrap>:1165(_find_and_load)
       57    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/text.py:982(set_color)
       12    0.000    0.000    0.002    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/patches.py:530(_draw_paths_with_artist_properties)
       47    0.000    0.000    0.003    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/text.py:194(update)
       49    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/numpy/lib/stride_tricks.py:480(broadcast_arrays)
      318    0.000    0.000    0.000    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/numpy/core/fromnumeric.py:72(<dictcomp>)
      143    0.000    0.000    0.000    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/markers.py:282(_set_fillstyle)
       12    0.000    0.000    0.018    0.002 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/axis.py:412(__init__)
      211    0.000    0.000    0.000    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/cbook.py:1337(_to_unmasked_float_array)
     1068    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       24    0.000    0.000    0.002    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/transforms.py:1418(__sub__)
       43    0.000    0.000    0.003    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/backends/backend_agg.py:250(_prepare_font)
      215    0.000    0.000    0.000    0.000 /usr/lib/python3.11/weakref.py:451(get)
      158    0.000    0.000    0.000    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/font_manager.py:722(set_family)
       24    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/transforms.py:463(transformed)
      270    0.000    0.000    0.000    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/font_manager.py:1289(<genexpr>)
      108    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/ticker.py:572(__call__)
    19/11    0.000    0.000    0.052    0.005 {built-in method builtins.exec}
       58    0.000    0.000    0.003    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/artist.py:1229(_cm_set)
      327    0.000    0.000    0.000    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/text.py:1262(set_text)
      122    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/artist.py:437(set_transform)
       99    0.000    0.000    0.000    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/text.py:1246(set_verticalalignment)
      596    0.000    0.000    0.000    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/transforms.py:1929(get_matrix)
       42    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.ndarray' objects}
      291    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/transforms.py:1782(transform)
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.source_hash}
        6    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/patches.py:48(__init__)
       12    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/numpy/core/numeric.py:2249(isclose)
       38    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:437(cache_from_source)
        1    0.000    0.000    0.027    0.027 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:1254(__clear)
      103    0.000    0.000    0.001    0.000 /home/saurav/Desktop/CellularAutomata/venv/lib/python3.11/site-packages/matplotlib/transforms.py:1998(rotate_deg)
       30    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:100(acquire)
       30    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1464(_get_spec)
